event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,date,location,winner,winner_id,event_status,r_nick_name,r_height,r_weight,r_reach,r_stance,r_dob,r_wins,r_losses,r_draws,b_nick_name,b_height,b_weight,b_reach,b_stance,b_dob,b_wins,b_losses,b_draws
UFC 322: Della Maddalena vs. Makhachev,8db1b36dde268ef6,ebb012c5f3fd0cbb,Roman Kopylov,9d83f6da776ff7d6,Gregory Rodrigues,d1c65d2cf2925ddd,middleweight,0,Decision - Unanimous,3.0,300.0,3.0,Marc Goddard,0.0,52.0,105.0,49.0,54.0,109.0,50.0,2.0,2.0,100.0,0.0,35.0,35.0,80.0,44.0,9.0,16.0,56.0,8.0,9.0,89.0,51.0,103.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,67.0,17.0,15.0,98.0,1.0,0.0,0.0,90.0,173.0,52.0,91.0,174.0,52.0,0.0,4.0,0.0,1.0,24.0,59.0,133.0,44.0,28.0,37.0,76.0,3.0,3.0,100.0,84.0,164.0,51.0,6.0,9.0,67.0,0.0,0.0,,65.0,31.0,3.0,93.0,6.0,0.0,"November 15, 2025","New York City, New York, USA",Gregory Rodrigues,d1c65d2cf2925ddd,,,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992",15,5,0,Robocop,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992",19,6,0
UFC Fight Night: Whittaker vs. Brunson,73e09f837f3b5ecc,314aea77cd24210f,Seo Hee Ham,165c244bcca3ed26,Danielle Taylor,b76c6268dc1d3c05,women's strawweight,0,Decision - Split,3.0,300.0,3.0,John Sharp,0.0,31.0,103.0,30.0,32.0,104.0,31.0,0.0,1.0,0.0,0.0,8.0,24.0,93.0,26.0,6.0,9.0,67.0,1.0,1.0,100.0,31.0,103.0,30.0,0.0,0.0,,0.0,0.0,,77.0,19.0,3.0,100.0,0.0,0.0,0.0,45.0,162.0,27.0,45.0,162.0,28.0,0.0,2.0,0.0,0.0,0.0,37.0,150.0,25.0,5.0,8.0,62.0,3.0,4.0,75.0,45.0,162.0,28.0,0.0,0.0,,0.0,0.0,,82.0,11.0,6.0,100.0,0.0,0.0,"November 26, 2016","Melbourne, Victoria, Australia",Danielle Taylor,b76c6268dc1d3c05,,,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",17,8,0,Dynamite,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",9,4,0
UFC Fight Night: Werdum vs. Volkov,eed2b71d77d95416,848e7af760788418,Tom Duquesnoy,e979c76341f19b22,Terrion Ware,ba5e253af86db1a8,bantamweight,0,Decision - Unanimous,3.0,300.0,3.0,Grant Waterman,0.0,67.0,153.0,43.0,70.0,156.0,45.0,0.0,3.0,0.0,0.0,5.0,28.0,104.0,27.0,8.0,18.0,44.0,31.0,31.0,100.0,66.0,150.0,44.0,1.0,3.0,33.0,0.0,0.0,,41.0,11.0,46.0,98.0,1.0,0.0,0.0,85.0,267.0,31.0,108.0,295.0,37.0,2.0,6.0,33.0,0.0,87.0,60.0,234.0,26.0,15.0,21.0,71.0,10.0,12.0,83.0,71.0,248.0,28.0,6.0,10.0,60.0,8.0,9.0,89.0,70.0,17.0,11.0,83.0,7.0,9.0,"March 17, 2018","London, England, United Kingdom",Tom Duquesnoy,e979c76341f19b22,,Fire Kid,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",16,2,0,Flash,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",17,9,0
UFC 158: St-Pierre vs Diaz,f1b2a4365799c48b,8e4650807ea06626,George Roop,3c0437fbeda06962,Reuben Duran,4417980b3e798abf,bantamweight,0,Decision - Unanimous,3.0,300.0,3.0,Philippe Chartier,0.0,33.0,75.0,44.0,125.0,174.0,72.0,2.0,3.0,66.0,1.0,265.0,15.0,47.0,32.0,14.0,21.0,67.0,4.0,7.0,56.0,8.0,44.0,18.0,14.0,19.0,74.0,11.0,12.0,92.0,45.0,42.0,12.0,24.0,42.0,33.0,0.0,30.0,56.0,53.0,56.0,82.0,68.0,1.0,6.0,16.0,0.0,452.0,15.0,40.0,38.0,11.0,12.0,92.0,4.0,4.0,100.0,12.0,26.0,46.0,11.0,15.0,73.0,7.0,15.0,47.0,50.0,36.0,13.0,40.0,36.0,23.0,"March 16, 2013","Montreal, Quebec, Canada",George Roop,3c0437fbeda06962,,,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",15,13,1,,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",11,7,1
UFC Fight Night: Magny vs. Ponzinibbio,aa3153a9941b4d44,3bde8910fabf0dd3,Cezar Ferreira,dbc17725b887860a,Ian Heinisch,2e585c701f72fe55,middleweight,0,Decision - Unanimous,3.0,300.0,3.0,Keith Peterson,0.0,26.0,55.0,47.0,38.0,68.0,56.0,5.0,11.0,45.0,0.0,320.0,17.0,39.0,44.0,3.0,9.0,33.0,6.0,7.0,86.0,22.0,47.0,47.0,4.0,8.0,50.0,0.0,0.0,,65.0,11.0,23.0,84.0,15.0,0.0,1.0,55.0,95.0,57.0,90.0,133.0,68.0,1.0,7.0,14.0,2.0,90.0,38.0,74.0,51.0,10.0,10.0,100.0,7.0,11.0,64.0,30.0,59.0,51.0,14.0,21.0,67.0,11.0,15.0,73.0,69.0,18.0,12.0,54.0,25.0,20.0,"November 17, 2018","Buenos Aires, Buenos Aires, Argentina",Ian Heinisch,2e585c701f72fe55,,Mutante,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",13,8,0,The Hurricane,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",14,5,0
UFC 269: Oliveira vs. Poirier,ef927e4fe2117ab8,8c01b7dccc4d0926,Raulian Paiva,82b4e942781b1046,Sean O'Malley,b50a426a33da0012,bantamweight,0,KO/TKO,1.0,282.0,3.0,Jason Herzog,0.0,11.0,47.0,23.0,11.0,47.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,32.0,6.0,3.0,6.0,50.0,6.0,9.0,67.0,11.0,47.0,23.0,0.0,0.0,,0.0,0.0,,18.0,27.0,54.0,100.0,0.0,0.0,1.0,39.0,62.0,62.0,40.0,63.0,63.0,0.0,0.0,,0.0,2.0,28.0,50.0,56.0,8.0,9.0,89.0,3.0,3.0,100.0,37.0,59.0,63.0,0.0,0.0,,2.0,3.0,67.0,71.0,20.0,7.0,94.0,0.0,5.0,"December 11, 2021","Las Vegas, Nevada, USA",Sean O'Malley,b50a426a33da0012,,,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 17, 1995",21,5,0,Suga,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",19,3,0
UFC 295: Prochazka vs. Pereira,5a558ba1ff5e9121,b1f2ec122beda7a5,Jiri Prochazka,009341ed974bad72,Alex Pereira,e5549c82bfb5582d,light heavyweight,1,KO/TKO,2.0,248.0,5.0,Marc Goddard,0.0,30.0,53.0,56.0,44.0,70.0,63.0,1.0,3.0,33.0,0.0,165.0,18.0,37.0,49.0,7.0,10.0,70.0,5.0,6.0,83.0,26.0,49.0,53.0,2.0,2.0,100.0,2.0,2.0,100.0,60.0,23.0,16.0,86.0,6.0,6.0,1.0,38.0,61.0,62.0,49.0,72.0,68.0,0.0,0.0,,1.0,8.0,21.0,38.0,55.0,5.0,8.0,62.0,12.0,15.0,80.0,22.0,43.0,51.0,4.0,4.0,100.0,12.0,14.0,86.0,55.0,13.0,31.0,57.0,10.0,31.0,"November 11, 2023","New York City, New York, USA",Alex Pereira,e5549c82bfb5582d,,,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992",32,6,1,Poatan,"6' 4""",205 lbs.,"79""",Orthodox,"Jul 07, 1987",13,3,0
UFC 101: Declaration,48d1f690b763934c,ea9edb20f527b49e,Jesse Lennox,3ae10ac4df3df05c,Danillo Villefort,fd87b1bbfcde9d5e,welterweight,0,TKO - Doctor's Stoppage,3.0,217.0,3.0,Keith Peterson,0.0,37.0,114.0,32.0,39.0,121.0,32.0,1.0,2.0,50.0,0.0,67.0,24.0,94.0,26.0,11.0,18.0,61.0,2.0,2.0,100.0,24.0,93.0,26.0,5.0,9.0,56.0,8.0,12.0,67.0,64.0,29.0,5.0,64.0,13.0,21.0,0.0,43.0,114.0,37.0,46.0,118.0,39.0,1.0,2.0,50.0,1.0,62.0,18.0,80.0,23.0,12.0,19.0,63.0,13.0,15.0,87.0,30.0,92.0,33.0,4.0,11.0,36.0,9.0,11.0,82.0,41.0,27.0,30.0,69.0,9.0,20.0,"August 08, 2009","Philadelphia, Pennsylvania, USA",Jesse Lennox,3ae10ac4df3df05c,,The Ox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",14,4,0,Indio,"6' 1""",185 lbs.,,Orthodox,"May 08, 1983",15,5,0
UFC Fight Night: Tsarukyan vs. Gamrot,eb42d4febfafefd1,029a12d36a4687e1,Thiago Moises,d945aae53e3e54e6,Christos Giagos,de45aaae23dfa392,lightweight,0,Submission,1.0,185.0,3.0,Herb Dean,0.0,3.0,4.0,75.0,7.0,9.0,78.0,1.0,2.0,50.0,1.0,154.0,2.0,3.0,67.0,0.0,0.0,,1.0,1.0,100.0,2.0,3.0,67.0,1.0,1.0,100.0,0.0,0.0,,66.0,0.0,33.0,66.0,33.0,0.0,0.0,2.0,5.0,40.0,13.0,16.0,81.0,0.0,0.0,,0.0,0.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,0.0,,2.0,5.0,40.0,0.0,0.0,,0.0,0.0,,50.0,50.0,0.0,100.0,0.0,0.0,"June 25, 2022","Las Vegas, Nevada, USA",Thiago Moises,d945aae53e3e54e6,,,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",19,10,0,The Spartan,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",20,12,0
UFC Fight Night: Dern vs. Rodriguez,d247691a6c0e9034,777c65184aa63894,Alexandr Romanov,c0badf3243907e59,Jared Vanderaa,2b68d9f125d07b42,heavyweight,0,KO/TKO,2.0,283.0,3.0,Mark Smith,0.0,56.0,78.0,71.0,78.0,103.0,76.0,5.0,7.0,71.0,0.0,391.0,48.0,66.0,73.0,6.0,10.0,60.0,2.0,2.0,100.0,11.0,22.0,50.0,0.0,0.0,,45.0,56.0,80.0,85.0,10.0,3.0,19.0,0.0,80.0,0.0,13.0,23.0,56.0,19.0,31.0,61.0,0.0,0.0,,0.0,0.0,4.0,12.0,33.0,2.0,3.0,67.0,7.0,8.0,88.0,10.0,19.0,53.0,3.0,4.0,75.0,0.0,0.0,,30.0,15.0,53.0,76.0,23.0,0.0,"October 09, 2021","Las Vegas, Nevada, USA",Alexandr Romanov,c0badf3243907e59,,King Kong,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",18,3,0,,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",12,10,0
UFC on FOX: Dos Anjos vs. Cowboy 2,80d918336163b80c,b2857e799319f931,Cole Miller,282fa667ff9c51ed,Jim Alers,fe5a9547479396ab,featherweight,0,Could Not Continue,2.0,94.0,3.0,Herb Dean,0.0,28.0,77.0,36.0,29.0,78.0,37.0,0.0,0.0,,0.0,0.0,17.0,64.0,27.0,7.0,9.0,78.0,4.0,4.0,100.0,26.0,75.0,35.0,2.0,2.0,100.0,0.0,0.0,,60.0,25.0,14.0,92.0,7.0,0.0,0.0,25.0,79.0,31.0,25.0,79.0,32.0,0.0,0.0,,0.0,0.0,9.0,55.0,16.0,6.0,11.0,55.0,10.0,13.0,77.0,24.0,77.0,31.0,1.0,2.0,50.0,0.0,0.0,,36.0,24.0,40.0,96.0,4.0,0.0,"December 19, 2015","Orlando, Florida, USA",,,,Magrinho,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",21,11,0,The Beast,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986",13,3,0
UFC 96: Jackson vs Jardine,29b5791e51e7e832,798ca95afb5875ef,Matt Hamill,98b80a717b9bda17,Mark Munoz,179f1948dc234f1f,light heavyweight,0,KO/TKO,1.0,233.0,3.0,Dan Miragliotta,1.0,23.0,47.0,48.0,40.0,64.0,62.0,0.0,0.0,,0.0,19.0,18.0,42.0,43.0,0.0,0.0,,5.0,5.0,100.0,20.0,42.0,48.0,2.0,4.0,50.0,1.0,1.0,100.0,78.0,0.0,21.0,86.0,8.0,4.0,0.0,14.0,37.0,37.0,14.0,37.0,38.0,0.0,4.0,0.0,0.0,1.0,11.0,32.0,34.0,3.0,5.0,60.0,0.0,0.0,,10.0,31.0,32.0,4.0,6.0,67.0,0.0,0.0,,78.0,21.0,0.0,71.0,28.0,0.0,"March 07, 2009","Columbus, Ohio, USA",Matt Hamill,98b80a717b9bda17,,The Hammer,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",12,8,0,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",14,6,0
UFC on FOX: Diaz vs Miller,5898357a45a73674,704a089fde021153,Rousimar Palhares,8ddf9c51c5fdea75,Alan Belcher,4130a743d9d22163,middleweight,0,KO/TKO,1.0,258.0,3.0,Dan Miragliotta,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,100.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,33.0,34.0,33.0,33.0,34.0,33.0,0.0,20.0,37.0,54.0,29.0,46.0,63.0,0.0,0.0,,1.0,133.0,19.0,36.0,53.0,1.0,1.0,100.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,20.0,34.0,59.0,95.0,5.0,0.0,0.0,0.0,100.0,"May 05, 2012","East Rutherford, New Jersey, USA",Alan Belcher,4130a743d9d22163,,Toquinho,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",19,8,0,The Talent,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",18,8,0
UFC 131: Dos Santos vs Carwin,aac5ac38148f0528,44e24628e8eda0b1,Yves Edwards,5f04e3d58d9ce982,Sam Stout,501b07aec9b8fc2d,lightweight,0,KO/TKO,1.0,232.0,3.0,John McCarthy,0.0,14.0,32.0,43.0,23.0,43.0,53.0,1.0,2.0,50.0,0.0,75.0,8.0,23.0,35.0,4.0,7.0,56.0,2.0,2.0,100.0,14.0,32.0,44.0,0.0,0.0,,0.0,0.0,,57.0,28.0,14.0,100.0,0.0,0.0,1.0,13.0,54.0,24.0,13.0,56.0,23.0,0.0,0.0,,0.0,2.0,5.0,43.0,12.0,5.0,7.0,71.0,3.0,4.0,75.0,13.0,54.0,24.0,0.0,0.0,,0.0,0.0,,38.0,38.0,23.0,100.0,0.0,0.0,"June 11, 2011","Vancouver, British Columbia, Canada",Sam Stout,501b07aec9b8fc2d,,,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",42,22,1,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",20,12,1
UFC 191: Johnson vs Dodson 2,82f5c81f4e3c3eb5,86afc59ec117c1ba,Joe Riggs,d512d9f204059f57,Ron Stallings,6dd758d34da8d254,middleweight,0,DQ,2.0,148.0,3.0,Jason Herzog,1.0,35.0,61.0,57.0,47.0,74.0,64.0,2.0,2.0,100.0,0.0,239.0,31.0,55.0,56.0,2.0,4.0,50.0,2.0,2.0,100.0,15.0,29.0,52.0,0.0,2.0,0.0,20.0,30.0,67.0,88.0,5.0,5.0,42.0,0.0,57.0,0.0,24.0,36.0,66.0,32.0,46.0,70.0,0.0,0.0,,0.0,26.0,18.0,29.0,62.0,2.0,3.0,67.0,4.0,4.0,100.0,17.0,28.0,61.0,4.0,5.0,80.0,3.0,3.0,100.0,75.0,8.0,16.0,70.0,16.0,12.0,"September 05, 2015","Las Vegas, Nevada, USA",Joe Riggs,d512d9f204059f57,,Diesel,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",44,17,0,The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",14,8,0
UFC Fight Night: Fight for the Troops 2,282fa667ff9c51ed,4abf375aa97364f6,Pat Barry,658c3465581ae46b,Joey Beltran,46baf0f57edfa4df,heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Mario Yamasaki,1.0,46.0,90.0,51.0,58.0,103.0,56.0,0.0,0.0,,0.0,53.0,14.0,56.0,25.0,2.0,2.0,100.0,30.0,32.0,94.0,43.0,86.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,30.0,4.0,65.0,93.0,2.0,4.0,0.0,55.0,177.0,31.0,104.0,235.0,44.0,0.0,6.0,0.0,0.0,264.0,35.0,150.0,23.0,7.0,10.0,70.0,13.0,17.0,76.0,26.0,134.0,19.0,29.0,43.0,67.0,0.0,0.0,,63.0,12.0,23.0,47.0,52.0,0.0,"January 22, 2011","Killeen, Texas, USA",Pat Barry,658c3465581ae46b,,HD,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",8,7,0,The Mexicutioner,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",17,14,0
UFC 311: Makhachev vs. Moicano,39f68882def7a507,f39941b3743bf18c,Merab Dvalishvili,c03520b5c88ed6b4,Umar Nurmagomedov,2b6fc1c02736833d,bantamweight,1,Decision - Unanimous,5.0,300.0,5.0,Jason Herzog,0.0,111.0,259.0,42.0,142.0,293.0,48.0,7.0,30.0,23.0,0.0,142.0,71.0,207.0,34.0,30.0,37.0,81.0,10.0,15.0,67.0,88.0,219.0,40.0,22.0,37.0,59.0,1.0,3.0,33.0,63.0,27.0,9.0,79.0,19.0,0.0,0.0,104.0,237.0,43.0,113.0,246.0,46.0,2.0,15.0,13.0,0.0,97.0,76.0,199.0,38.0,22.0,30.0,73.0,6.0,8.0,75.0,92.0,219.0,42.0,12.0,18.0,67.0,0.0,0.0,,73.0,21.0,5.0,88.0,11.0,0.0,"January 18, 2025","Inglewood, California, USA",Merab Dvalishvili,c03520b5c88ed6b4,,The Machine,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",21,5,0,,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",20,1,0
UFC Fight Night: Fight for the Troops 3,35dc6220b113b7ec,dbc3afd71525c83d,Jorge Masvidal,47b9e0e7703a4868,Rustam Khabilov,9b7694d064a8a0ad,lightweight,0,Decision - Unanimous,3.0,300.0,3.0,John McCarthy,0.0,38.0,93.0,40.0,47.0,103.0,46.0,1.0,2.0,50.0,0.0,86.0,12.0,59.0,20.0,16.0,21.0,76.0,10.0,13.0,77.0,22.0,67.0,33.0,15.0,20.0,75.0,1.0,6.0,17.0,31.0,42.0,26.0,57.0,39.0,2.0,1.0,32.0,100.0,32.0,50.0,118.0,42.0,2.0,10.0,20.0,1.0,170.0,27.0,86.0,31.0,5.0,13.0,38.0,0.0,1.0,0.0,27.0,92.0,28.0,4.0,6.0,67.0,1.0,2.0,50.0,84.0,15.0,0.0,84.0,12.0,3.0,"November 06, 2013","Fort Campbell, Kentucky, USA",Rustam Khabilov,9b7694d064a8a0ad,,Gamebred,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",35,17,0,Tiger,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",24,4,0
UFC 236: Holloway vs. Poirier 2,b0550072e5f0afa7,31b283a5559ad44d,Jalin Turner,4d8fa64202cee4c1,Matt Frevola,dccb63727f2f5f74,lightweight,0,Decision - Unanimous,3.0,300.0,3.0,Marc Goddard,0.0,35.0,116.0,30.0,42.0,124.0,34.0,0.0,0.0,,1.0,66.0,27.0,101.0,27.0,8.0,15.0,53.0,0.0,0.0,,31.0,107.0,28.0,1.0,5.0,20.0,3.0,4.0,75.0,77.0,22.0,0.0,88.0,2.0,8.0,0.0,31.0,77.0,40.0,49.0,95.0,52.0,4.0,13.0,30.0,2.0,305.0,18.0,50.0,36.0,5.0,18.0,28.0,8.0,9.0,89.0,24.0,67.0,36.0,0.0,2.0,0.0,7.0,8.0,88.0,58.0,16.0,25.0,77.0,0.0,22.0,"April 13, 2019","Atlanta, Georgia, USA",Matt Frevola,dccb63727f2f5f74,,The Tarantula,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",15,9,0,The SteamRolla,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",11,6,1
UFC on FOX: Johnson vs Moraga,5330fe7e4c3af81c,edc00a33666b0b59,Demetrious Johnson,8a304bfd6bf04a57,John Moraga,92437c6775b3f7d1,flyweight,1,Submission,5.0,223.0,5.0,Herb Dean,0.0,67.0,95.0,70.0,112.0,150.0,75.0,12.0,12.0,100.0,3.0,815.0,20.0,39.0,51.0,23.0,28.0,82.0,24.0,28.0,86.0,25.0,42.0,60.0,10.0,15.0,67.0,32.0,38.0,84.0,29.0,34.0,35.0,37.0,14.0,47.0,0.0,32.0,76.0,42.0,53.0,103.0,51.0,1.0,5.0,20.0,0.0,116.0,13.0,53.0,25.0,11.0,14.0,79.0,8.0,9.0,89.0,16.0,53.0,30.0,10.0,13.0,77.0,6.0,10.0,60.0,40.0,34.0,25.0,50.0,31.0,18.0,"July 27, 2013","Seattle, Washington, USA",Demetrious Johnson,8a304bfd6bf04a57,,Mighty Mouse,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",27,3,1,,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",19,7,0
UFC 60: Hughes vs Gracie,a54a35a670d8e852,356fdab9bc109093,Dean Lister,68c6cd5287b473a7,Alessio Sakara,7f955f71fa2ce7ac,light heavyweight,0,Submission,1.0,140.0,3.0,Herb Dean,0.0,1.0,2.0,50.0,6.0,8.0,75.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3.0,33.0,4.0,6.0,67.0,0.0,0.0,,0.0,110.0,1.0,3.0,33.0,0.0,0.0,,0.0,0.0,,1.0,3.0,33.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,"May 27, 2006","Los Angeles, California, USA",Dean Lister,68c6cd5287b473a7,,The Boogeyman,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",13,7,0,Legionarius,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",19,11,0
UFC Fight Night: Nelson vs. Ponzinibbio,d7907a9a968e4d29,c62a90c19af6a0e2,Stevie Ray,31a13532e724ca2b,Paul Felder,e5010b1b94ca5755,lightweight,0,KO/TKO,1.0,237.0,3.0,Grant Waterman,0.0,5.0,9.0,55.0,11.0,15.0,73.0,0.0,1.0,0.0,0.0,105.0,2.0,6.0,33.0,2.0,2.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,3.0,5.0,60.0,0.0,0.0,,40.0,40.0,20.0,40.0,60.0,0.0,1.0,23.0,35.0,65.0,28.0,41.0,68.0,0.0,0.0,,0.0,65.0,14.0,24.0,57.0,7.0,9.0,78.0,2.0,2.0,100.0,4.0,7.0,56.0,7.0,10.0,70.0,12.0,18.0,67.0,60.0,30.0,8.0,17.0,30.0,52.0,"July 16, 2017","Glasgow, Scotland, United Kingdom",Paul Felder,e5010b1b94ca5755,,Braveheart,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",23,9,0,The Irish Dragon,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",17,6,0
UFC on FUEL TV: Barao vs McDonald,4679a38cced7c64a,287c71b9017c5769,Che Mills,6cadfd8f1d9e7685,Matthew Riddle,d023ae89a2a4a41e,welterweight,0,Overturned,3.0,300.0,3.0,Kevin Mulhall,0.0,28.0,50.0,56.0,48.0,72.0,67.0,0.0,1.0,0.0,0.0,31.0,12.0,31.0,39.0,4.0,7.0,56.0,12.0,12.0,100.0,11.0,27.0,41.0,10.0,14.0,71.0,7.0,9.0,78.0,42.0,14.0,42.0,39.0,35.0,25.0,0.0,23.0,40.0,57.0,126.0,157.0,80.0,5.0,14.0,35.0,0.0,677.0,14.0,24.0,57.0,3.0,6.0,50.0,6.0,10.0,60.0,7.0,16.0,44.0,5.0,12.0,42.0,11.0,12.0,92.0,60.0,13.0,26.0,30.0,21.0,47.0,"February 16, 2013","London, England, United Kingdom",,,,Beautiful,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",16,10,0,Deep Waters,"6' 1""",170 lbs.,"76""",Southpaw,"Jan 14, 1986",8,3,0
UFC 20: Battle for the Gold,a7b48e18ca27795d,73c07530f667289f,Bas Rutten,03688dc3c3af3ac1,Kevin Randleman,6859f67468ba8489,heavyweight,1,Decision - Split,3.0,180.0,1.0,John McCarthy,0.0,18.0,29.0,62.0,181.0,195.0,93.0,0.0,0.0,,1.0,,10.0,20.0,50.0,6.0,7.0,86.0,2.0,2.0,100.0,4.0,11.0,36.0,1.0,1.0,100.0,13.0,17.0,76.0,55.0,33.0,11.0,22.0,5.0,72.0,0.0,20.0,61.0,32.0,56.0,114.0,49.0,6.0,6.0,100.0,0.0,,19.0,58.0,33.0,1.0,3.0,33.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,20.0,59.0,34.0,95.0,5.0,0.0,0.0,0.0,100.0,"May 07, 1999","Birmingham, Alabama, USA",Bas Rutten,03688dc3c3af3ac1,,El Guapo,"6' 1""",205 lbs.,,Orthodox,"Feb 24, 1965",28,4,1,The Monster,"5' 10""",205 lbs.,,Orthodox,"Aug 10, 1971",17,16,0
